source	target	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	score
JUN	SOX2	9606.ENSP00000360266	9606.ENSP00000323588	0	0	0	0	0	0.162	0	0.509	0.572
JUN	TGIF1	9606.ENSP00000360266	9606.ENSP00000327959	0	0	0	0	0.082	0.27	0	0.451	0.6
JUN	SOCS3	9606.ENSP00000360266	9606.ENSP00000330341	0	0	0	0	0.115	0	0	0.558	0.593
JUN	NR4A2	9606.ENSP00000360266	9606.ENSP00000344479	0	0	0	0	0.16	0.105	0	0.445	0.546
JUN	MAFF	9606.ENSP00000360266	9606.ENSP00000345393	0	0	0	0	0.097	0.21	0	0.412	0.544
JUN	NFIA	9606.ENSP00000360266	9606.ENSP00000360231	0	0	0	0	0	0.149	0	0.324	0.4
JUN	TXNIP	9606.ENSP00000360266	9606.ENSP00000462521	0	0	0	0	0.064	0	0	0.402	0.416
JUN	NR4A3	9606.ENSP00000360266	9606.ENSP00000482027	0	0	0	0	0.09	0.105	0	0.37	0.442
JUN	RPS6	9606.ENSP00000360266	9606.ENSP00000369757	0	0	0	0	0.062	0.129	0	0.391	0.459
JUN	KLF4	9606.ENSP00000360266	9606.ENSP00000363804	0	0	0	0	0.117	0.101	0	0.469	0.542
JUN	NR4A1	9606.ENSP00000360266	9606.ENSP00000440864	0	0	0	0	0.134	0.105	0	0.59	0.654
JUN	WDR62	9606.ENSP00000360266	9606.ENSP00000384792	0	0	0	0	0	0	0	0.746	0.746
JUN	KLF5	9606.ENSP00000360266	9606.ENSP00000366915	0	0	0	0	0	0.315	0	0.829	0.878
JUN	SMARCA4	9606.ENSP00000360266	9606.ENSP00000395654	0	0	0	0	0	0.329	0.9	0.547	0.966
JUN	MYC	9606.ENSP00000360266	9606.ENSP00000479618	0	0	0	0	0.063	0.607	0.9	0.851	0.993
JUN	NFE2L2	9606.ENSP00000360266	9606.ENSP00000380252	0	0	0	0	0	0.769	0.9	0.977	0.999
JUNB	NFKBIA	9606.ENSP00000303315	9606.ENSP00000216797	0	0	0	0	0.204	0	0	0.395	0.498
JUNB	JUND	9606.ENSP00000303315	9606.ENSP00000252818	0	0	0	0.883	0.152	0.64	0.9	0.979	0.97
JUNB	NR4A3	9606.ENSP00000303315	9606.ENSP00000482027	0	0	0	0	0.107	0.105	0	0.377	0.459
JUNB	MAFF	9606.ENSP00000303315	9606.ENSP00000345393	0	0	0	0	0.189	0.131	0	0.335	0.49
JUNB	SOCS3	9606.ENSP00000303315	9606.ENSP00000330341	0	0	0	0	0.349	0	0	0.269	0.504
JUNB	NR4A2	9606.ENSP00000303315	9606.ENSP00000344479	0	0	0	0	0.212	0.145	0	0.414	0.571
JUNB	TRIB1	9606.ENSP00000303315	9606.ENSP00000312150	0	0	0	0	0.147	0.474	0	0.123	0.572
JUNB	NR4A1	9606.ENSP00000303315	9606.ENSP00000440864	0	0	0	0	0.315	0.105	0	0.415	0.61
JUNB	SMARCA4	9606.ENSP00000303315	9606.ENSP00000395654	0	0	0	0	0.049	0.595	0	0.222	0.675
JUNB	SOX2	9606.ENSP00000303315	9606.ENSP00000323588	0	0	0	0	0	0.094	0.9	0.105	0.911
JUNB	MYC	9606.ENSP00000303315	9606.ENSP00000479618	0	0	0	0	0.087	0	0.9	0.392	0.939
JUND	NFKBIA	9606.ENSP00000252818	9606.ENSP00000216797	0	0	0	0	0	0	0	0.425	0.425
JUND	SMARCA4	9606.ENSP00000252818	9606.ENSP00000395654	0	0	0	0	0	0.244	0	0.254	0.412
JUND	NFIA	9606.ENSP00000252818	9606.ENSP00000360231	0	0	0	0	0	0	0	0.415	0.414
JUND	NFIC	9606.ENSP00000252818	9606.ENSP00000396843	0	0	0	0	0	0	0	0.433	0.433
JUND	MAFF	9606.ENSP00000252818	9606.ENSP00000345393	0	0	0	0	0.062	0.131	0	0.405	0.472
JUND	NR4A1	9606.ENSP00000252818	9606.ENSP00000440864	0	0	0	0	0.086	0.105	0	0.45	0.511
JUND	NFE2L2	9606.ENSP00000252818	9606.ENSP00000380252	0	0	0	0	0	0.225	0	0.7	0.758
JUND	MYC	9606.ENSP00000252818	9606.ENSP00000479618	0	0	0	0	0	0	0.9	0.536	0.951
KLF10	MYC	9606.ENSP00000285407	9606.ENSP00000479618	0	0	0	0	0.07	0.123	0	0.324	0.401
KLF10	TXNIP	9606.ENSP00000285407	9606.ENSP00000462521	0	0	0	0	0.062	0.057	0	0.381	0.404
KLF10	NR4A1	9606.ENSP00000285407	9606.ENSP00000440864	0	0	0	0	0.062	0.061	0	0.39	0.415
KLF10	NR4A2	9606.ENSP00000285407	9606.ENSP00000344479	0	0	0	0	0.062	0.061	0	0.421	0.445
KLF4	SOX9	9606.ENSP00000363804	9606.ENSP00000245479	0	0	0	0	0	0.101	0	0.584	0.61
KLF4	LIF	9606.ENSP00000363804	9606.ENSP00000249075	0	0	0	0	0.065	0	0	0.721	0.728
KLF4	NOTCH2	9606.ENSP00000363804	9606.ENSP00000256646	0	0	0	0	0.063	0.056	0	0.406	0.428
KLF4	TBX3	9606.ENSP00000363804	9606.ENSP00000257566	0	0	0	0	0.08	0.058	0	0.787	0.8
KLF4	NOTCH1	9606.ENSP00000363804	9606.ENSP00000277541	0	0	0	0	0	0.056	0	0.63	0.636
KLF4	SOX2	9606.ENSP00000363804	9606.ENSP00000323588	0	0	0	0	0	0.101	0.8	0.965	0.993
KLF4	SOCS3	9606.ENSP00000363804	9606.ENSP00000330341	0	0	0	0	0.104	0	0	0.421	0.459
KLF4	NR4A2	9606.ENSP00000363804	9606.ENSP00000344479	0	0	0	0	0.106	0.061	0	0.371	0.426
KLF4	NR4A1	9606.ENSP00000363804	9606.ENSP00000440864	0	0	0	0	0.134	0.061	0	0.37	0.442
KLF4	SMARCA4	9606.ENSP00000363804	9606.ENSP00000395654	0	0	0	0	0	0.345	0	0.591	0.721
KLF4	MYC	9606.ENSP00000363804	9606.ENSP00000479618	0	0	0	0	0.063	0.058	0	0.953	0.955
KLF5	SOX9	9606.ENSP00000366915	9606.ENSP00000245479	0	0	0	0	0	0.101	0	0.401	0.438
KLF5	TBX3	9606.ENSP00000366915	9606.ENSP00000257566	0	0	0	0	0.088	0.058	0	0.59	0.617
KLF5	NOTCH1	9606.ENSP00000366915	9606.ENSP00000277541	0	0	0	0	0	0.056	0	0.458	0.466
KLF5	SOX2	9606.ENSP00000366915	9606.ENSP00000323588	0	0	0	0	0	0.101	0	0.559	0.586
KLF5	MYC	9606.ENSP00000366915	9606.ENSP00000479618	0	0	0	0	0.076	0.058	0	0.622	0.642
KMT2B	NOTCH1	9606.ENSP00000398837	9606.ENSP00000277541	0	0	0	0	0.096	0.059	0	0.48	0.519
KMT2B	NFE2L2	9606.ENSP00000398837	9606.ENSP00000380252	0	0	0	0	0	0.056	0	0.403	0.412
KMT2B	SMARCA4	9606.ENSP00000398837	9606.ENSP00000395654	0	0	0	0	0.062	0.171	0	0.552	0.621
KMT2B	ZNF142	9606.ENSP00000398837	9606.ENSP00000398798	0	0	0	0	0.243	0.106	0	0.255	0.451
KMT2B	MYC	9606.ENSP00000398837	9606.ENSP00000479618	0	0	0	0	0.062	0.115	0	0.459	0.511
KRT15	SOX9	9606.ENSP00000254043	9606.ENSP00000245479	0	0	0	0	0	0	0	0.466	0.466
LIF	NOTCH1	9606.ENSP00000249075	9606.ENSP00000277541	0	0	0	0	0	0	0	0.461	0.461
LIF	TBX3	9606.ENSP00000249075	9606.ENSP00000257566	0	0	0	0	0.069	0	0	0.519	0.533
LIF	SOCS3	9606.ENSP00000249075	9606.ENSP00000330341	0	0	0	0	0.105	0	0	0.566	0.595
LIF	MYC	9606.ENSP00000249075	9606.ENSP00000479618	0	0	0	0	0.077	0	0	0.605	0.62
LIF	SOX2	9606.ENSP00000249075	9606.ENSP00000323588	0	0	0	0	0	0	0	0.731	0.731
LIMK1	RHOF	9606.ENSP00000336740	9606.ENSP00000267205	0	0	0	0	0	0.151	0	0.325	0.402
LIMK1	RHOB	9606.ENSP00000336740	9606.ENSP00000272233	0	0	0	0	0	0.22	0.9	0.567	0.963
LIMK1	SSH1	9606.ENSP00000336740	9606.ENSP00000315713	0	0	0	0	0.062	0.501	0	0.88	0.939
LIMK1	PARD6B	9606.ENSP00000336740	9606.ENSP00000360672	0	0	0	0	0.062	0.18	0	0.318	0.429
LIMK1	RND3	9606.ENSP00000336740	9606.ENSP00000364886	0	0	0	0	0	0.151	0	0.414	0.481
LIMK1	SSH2	9606.ENSP00000336740	9606.ENSP00000444743	0	0	0	0	0.053	0.501	0	0.831	0.913
MACROD1	TIPARP	9606.ENSP00000255681	9606.ENSP00000420612	0	0	0	0	0	0	0	0.492	0.492
MAFF	NR4A2	9606.ENSP00000345393	9606.ENSP00000344479	0	0	0	0	0.119	0.063	0	0.374	0.438
MAFF	NFE2L2	9606.ENSP00000345393	9606.ENSP00000380252	0	0	0	0	0	0.894	0.9	0.625	0.995
MAP1S	SOCS3	9606.ENSP00000325313	9606.ENSP00000330341	0	0	0	0	0.064	0.497	0	0.829	0.912
MAP3K8	NFKBIA	9606.ENSP00000263056	9606.ENSP00000216797	0	0	0	0	0.196	0.061	0	0.474	0.568
MAP3K8	NFKBIZ	9606.ENSP00000263056	9606.ENSP00000325663	0	0	0	0	0.534	0.061	0	0.393	0.711
MB21D1	TRIM32	9606.ENSP00000359339	9606.ENSP00000408292	0	0	0	0	0	0	0	0.445	0.445
MEOX1	NUP210	9606.ENSP00000321684	9606.ENSP00000254508	0	0	0	0	0	0	0	0.426	0.426
MTMR3	PI4KA	9606.ENSP00000384651	9606.ENSP00000255882	0	0	0	0	0.062	0.124	0.65	0.161	0.726
MUC13	REG4	9606.ENSP00000485028	9606.ENSP00000346158	0	0	0	0	0.194	0	0	0.341	0.446
MYC	NFKBIA	9606.ENSP00000479618	9606.ENSP00000216797	0	0	0	0	0.06	0.057	0.9	0.653	0.965
MYC	RGS2	9606.ENSP00000479618	9606.ENSP00000235382	0	0	0	0	0	0	0	0.479	0.479
MYC	SOX9	9606.ENSP00000479618	9606.ENSP00000245479	0	0	0	0	0	0.057	0	0.608	0.614
MYC	NOTCH2	9606.ENSP00000479618	9606.ENSP00000256646	0	0	0	0	0	0.097	0	0.524	0.551
MYC	TBX3	9606.ENSP00000479618	9606.ENSP00000257566	0	0	0	0	0.062	0.1	0	0.469	0.512
MYC	USP2	9606.ENSP00000479618	9606.ENSP00000260187	0	0	0	0	0	0.27	0	0.247	0.426
MYC	RHOB	9606.ENSP00000479618	9606.ENSP00000272233	0	0	0	0	0.063	0.057	0	0.394	0.417
MYC	NOTCH1	9606.ENSP00000479618	9606.ENSP00000277541	0	0	0	0	0	0.097	0.9	0.942	0.994
MYC	TRIB1	9606.ENSP00000479618	9606.ENSP00000312150	0	0	0	0	0.09	0.133	0	0.41	0.495
MYC	SOX2	9606.ENSP00000479618	9606.ENSP00000323588	0	0	0	0	0	0.057	0.9	0.926	0.992
MYC	SOCS3	9606.ENSP00000479618	9606.ENSP00000330341	0	0	0	0	0.063	0	0	0.466	0.478
MYC	PTCH1	9606.ENSP00000479618	9606.ENSP00000332353	0	0	0	0	0	0	0	0.53	0.53
MYC	PIM3	9606.ENSP00000479618	9606.ENSP00000353824	0	0	0	0	0.078	0.06	0	0.474	0.505
MYC	RBM15	9606.ENSP00000479618	9606.ENSP00000358799	0	0	0	0	0.061	0.259	0	0.445	0.58
MYC	ZNF217	9606.ENSP00000479618	9606.ENSP00000360526	0	0	0	0	0.097	0.13	0	0.505	0.577
MYC	RPS6	9606.ENSP00000479618	9606.ENSP00000369757	0	0	0	0	0.088	0.066	0	0.505	0.542
MYC	NFE2L2	9606.ENSP00000479618	9606.ENSP00000380252	0	0	0	0	0	0.528	0	0.508	0.758
MYC	SMARCA4	9606.ENSP00000479618	9606.ENSP00000395654	0	0	0	0	0	0.702	0	0.799	0.937
MYC	NR4A1	9606.ENSP00000479618	9606.ENSP00000440864	0	0	0	0	0	0	0	0.529	0.529
MYC	TPCN1	9606.ENSP00000479618	9606.ENSP00000448083	0	0	0	0	0	0	0	0.44	0.44
MYLIP	USP2	9606.ENSP00000349298	9606.ENSP00000260187	0	0	0	0	0.062	0.27	0	0.45	0.59
MYLIP	SCARB1	9606.ENSP00000349298	9606.ENSP00000261693	0	0	0	0	0.086	0	0	0.415	0.442
MYO9B	RHOF	9606.ENSP00000471457	9606.ENSP00000267205	0	0	0	0	0.051	0.248	0	0.282	0.443
MYO9B	RHOB	9606.ENSP00000471457	9606.ENSP00000272233	0	0	0	0	0.051	0.248	0	0.37	0.511
MYO9B	RND3	9606.ENSP00000471457	9606.ENSP00000364886	0	0	0	0	0.051	0.248	0	0.266	0.431
NFE2L2	NFKBIA	9606.ENSP00000380252	9606.ENSP00000216797	0	0	0	0	0	0	0	0.518	0.518
NFE2L2	NOTCH1	9606.ENSP00000380252	9606.ENSP00000277541	0	0	0	0	0	0	0	0.459	0.459
NFE2L2	SAT1	9606.ENSP00000380252	9606.ENSP00000368572	0	0	0	0	0	0	0	0.734	0.734
NFE2L2	SMARCA4	9606.ENSP00000380252	9606.ENSP00000395654	0	0	0	0	0	0.283	0	0.371	0.53
NFE2L2	TXNIP	9606.ENSP00000380252	9606.ENSP00000462521	0	0	0	0	0	0	0	0.663	0.663
NFIA	SOX9	9606.ENSP00000360231	9606.ENSP00000245479	0	0	0	0	0.073	0.057	0	0.784	0.795
NFIA	NOTCH1	9606.ENSP00000360231	9606.ENSP00000277541	0	0	0	0	0	0	0	0.543	0.543
NFIA	PPP1R3B	9606.ENSP00000360231	9606.ENSP00000308318	0	0	0	0	0	0	0	0.431	0.431
NFIC	PPP1R3B	9606.ENSP00000396843	9606.ENSP00000308318	0	0	0	0	0	0	0	0.429	0.429
NFIC	SPRY1	9606.ENSP00000396843	9606.ENSP00000481675	0	0	0	0	0	0	0	0.42	0.42
NFKBIA	NFKBIZ	9606.ENSP00000216797	9606.ENSP00000325663	0	0	0	0.644	0.243	0	0	0.678	0.422
NFKBIA	TRAF4	9606.ENSP00000216797	9606.ENSP00000262395	0	0	0	0	0	0.07	0	0.418	0.436
NFKBIA	SOCS3	9606.ENSP00000216797	9606.ENSP00000330341	0	0	0	0	0.185	0.27	0	0.632	0.763
NFKBIZ	SOCS3	9606.ENSP00000325663	9606.ENSP00000330341	0	0	0	0	0.192	0	0	0.396	0.491
NOTCH1	SOX9	9606.ENSP00000277541	9606.ENSP00000245479	0	0	0	0	0	0.062	0	0.702	0.709
NOTCH1	NOTCH2	9606.ENSP00000277541	9606.ENSP00000256646	0	0	0	0.951	0.107	0.073	0.8	0.975	0.828
NOTCH1	TBX3	9606.ENSP00000277541	9606.ENSP00000257566	0	0	0	0	0	0.056	0	0.423	0.432
NOTCH1	PARD6B	9606.ENSP00000277541	9606.ENSP00000360672	0	0	0	0	0	0.261	0	0.232	0.408
NOTCH1	RND3	9606.ENSP00000277541	9606.ENSP00000364886	0	0	0	0	0	0.282	0	0.285	0.465
NOTCH1	RBM15	9606.ENSP00000277541	9606.ENSP00000358799	0	0	0	0	0.06	0.137	0	0.459	0.522
NOTCH1	SMARCA4	9606.ENSP00000277541	9606.ENSP00000395654	0	0	0	0	0.048	0.203	0	0.459	0.553
NOTCH1	PTCH1	9606.ENSP00000277541	9606.ENSP00000332353	0	0	0	0	0.049	0.104	0	0.647	0.673
NOTCH1	NR4A1	9606.ENSP00000277541	9606.ENSP00000440864	0	0	0	0	0.052	0.063	0	0.685	0.696
NOTCH1	SOX2	9606.ENSP00000277541	9606.ENSP00000323588	0	0	0	0	0.062	0.077	0	0.755	0.769
NOTCH2	SOX9	9606.ENSP00000256646	9606.ENSP00000245479	0	0	0	0	0	0.062	0	0.624	0.632
NOTCH2	RBM15	9606.ENSP00000256646	9606.ENSP00000358799	0	0	0	0	0.06	0.137	0	0.421	0.489
NOTCH2	SOX2	9606.ENSP00000256646	9606.ENSP00000323588	0	0	0	0	0.049	0.077	0	0.522	0.544
NOTCH2	PTCH1	9606.ENSP00000256646	9606.ENSP00000332353	0	0	0	0	0.049	0.104	0	0.508	0.544
NR4A1	RGS2	9606.ENSP00000440864	9606.ENSP00000235382	0	0	0	0	0.063	0	0	0.399	0.413
NR4A1	PCK1	9606.ENSP00000440864	9606.ENSP00000319814	0	0	0	0	0	0.27	0	0.252	0.43
NR4A1	NR4A2	9606.ENSP00000440864	9606.ENSP00000344479	0	0	0	0.944	0.561	0	0	0.875	0.582
NR4A1	SMARCA4	9606.ENSP00000440864	9606.ENSP00000395654	0	0	0	0	0	0.076	0	0.554	0.57
NR4A1	RCOR3	9606.ENSP00000440864	9606.ENSP00000413929	0	0	0	0	0	0.106	0	0.407	0.447
NR4A1	NR4A3	9606.ENSP00000440864	9606.ENSP00000482027	0	0	0	0.908	0.445	0	0	0.864	0.489
NR4A2	RGS2	9606.ENSP00000344479	9606.ENSP00000235382	0	0	0	0	0.15	0	0	0.366	0.438
NR4A2	SOX2	9606.ENSP00000344479	9606.ENSP00000323588	0	0	0	0	0	0	0	0.435	0.435
NR4A2	NR4A3	9606.ENSP00000344479	9606.ENSP00000482027	0	0	0	0.951	0.376	0	0	0.828	0.401
NR4A2	RCOR3	9606.ENSP00000344479	9606.ENSP00000413929	0	0	0	0	0	0.147	0	0.544	0.594
PCK1	PPARGC1B	9606.ENSP00000319814	9606.ENSP00000312649	0	0	0	0	0	0	0	0.441	0.441
PCK1	RIMKLB	9606.ENSP00000319814	9606.ENSP00000350136	0	0	0	0	0	0	0.8	0	0.8
PFDN1	RGCC	9606.ENSP00000261813	9606.ENSP00000368664	0	0	0	0	0	0	0	0.454	0.454
PHACTR4	SSH2	9606.ENSP00000362942	9606.ENSP00000444743	0	0	0	0	0.062	0	0	0.469	0.48
PHF12	WDR38	9606.ENSP00000329933	9606.ENSP00000483312	0	0	0	0	0.186	0.102	0	0.255	0.407
PHLDA1	RHPN2	9606.ENSP00000266671	9606.ENSP00000254260	0	0	0	0	0	0	0	0.474	0.474
PIM3	SOCS3	9606.ENSP00000353824	9606.ENSP00000330341	0	0	0	0	0.1	0.056	0	0.423	0.467
PIM3	TPT1	9606.ENSP00000353824	9606.ENSP00000477781	0	0	0	0	0.06	0	0	0.507	0.516
PLK3	RHOB	9606.ENSP00000361275	9606.ENSP00000272233	0	0	0	0	0	0.148	0	0.326	0.401
PMEPA1	SKIL	9606.ENSP00000345826	9606.ENSP00000415243	0	0	0	0	0.062	0	0	0.455	0.466
POLH	TOP3A	9606.ENSP00000361310	9606.ENSP00000442336	0.059	0	0	0	0.109	0	0.9	0.232	0.927
PPP1R15A	PPP1R3B	9606.ENSP00000200453	9606.ENSP00000308318	0	0	0	0	0	0	0.54	0.062	0.55
PPP1R3B	TRIB1	9606.ENSP00000308318	9606.ENSP00000312150	0	0	0	0	0.062	0.058	0	0.566	0.583
PRPF8	SMARCA4	9606.ENSP00000460348	9606.ENSP00000395654	0	0	0	0	0.508	0.062	0	0.053	0.524
PTCH1	SOX9	9606.ENSP00000332353	9606.ENSP00000245479	0	0	0	0	0	0	0	0.568	0.568
PTCH1	SOX2	9606.ENSP00000332353	9606.ENSP00000323588	0	0	0	0	0.065	0	0	0.526	0.538
PTCH1	TPCN1	9606.ENSP00000332353	9606.ENSP00000448083	0	0	0	0	0.049	0	0	0.681	0.683
PXDC1	ZNF331	9606.ENSP00000369636	9606.ENSP00000253144	0	0	0	0	0	0	0	0.401	0.4
RASD1	SLC11A2	9606.ENSP00000225688	9606.ENSP00000378364	0	0	0	0	0	0	0	0.801	0.801
RBM15	SOX2	9606.ENSP00000358799	9606.ENSP00000323588	0	0	0	0	0	0.27	0	0.216	0.403
RCOR3	ZNF217	9606.ENSP00000413929	9606.ENSP00000360526	0	0	0	0	0	0.148	0	0.583	0.63
REG4	YRDC	9606.ENSP00000346158	9606.ENSP00000362135	0	0	0	0	0	0	0	0.566	0.566
RGS2	SPATA13	9606.ENSP00000235382	9606.ENSP00000398560	0	0	0	0	0	0	0	0.442	0.442
RHOB	RHPN2	9606.ENSP00000272233	9606.ENSP00000254260	0	0	0	0	0	0.283	0.6	0.48	0.838
RHOB	SPATA13	9606.ENSP00000272233	9606.ENSP00000398560	0	0	0	0	0	0.212	0	0.368	0.481
RHOB	SEMA4D	9606.ENSP00000272233	9606.ENSP00000416523	0	0	0	0	0	0.057	0.9	0.23	0.921
RHOF	SPATA13	9606.ENSP00000267205	9606.ENSP00000398560	0	0	0	0	0	0.206	0	0.327	0.443
RND3	SPATA13	9606.ENSP00000364886	9606.ENSP00000398560	0	0	0	0	0	0.206	0	0.306	0.425
RPL17	RPS7	9606.ENSP00000397798	9606.ENSP00000339095	0	0	0	0	0.997	0.952	0	0.413	0.999
RPL17	RPL7	9606.ENSP00000397798	9606.ENSP00000339795	0.076	0	0	0	0.993	0.984	0	0.456	0.999
RPL17	RPS3A	9606.ENSP00000397798	9606.ENSP00000346050	0	0	0	0	0.994	0.99	0	0.269	0.999
RPL17	RPS6	9606.ENSP00000397798	9606.ENSP00000369757	0	0	0	0	0.987	0.987	0	0.249	0.999
RPL17	RPS8	9606.ENSP00000397798	9606.ENSP00000379888	0	0	0	0	0.986	0.988	0	0.397	0.999
RPL17	RPL31	9606.ENSP00000397798	9606.ENSP00000386717	0	0	0	0	0.969	0.982	0	0.463	0.999
RPL17	TPT1	9606.ENSP00000397798	9606.ENSP00000477781	0	0	0	0	0.607	0.794	0	0.066	0.918
RPL17	RPL9	9606.ENSP00000397798	9606.ENSP00000400467	0.167	0	0.235	0	0.982	0.987	0	0.41	0.999
RPL31	RPS7	9606.ENSP00000386717	9606.ENSP00000339095	0	0	0	0	0.991	0.997	0	0.629	0.999
RPL31	RPL7	9606.ENSP00000386717	9606.ENSP00000339795	0	0	0	0	0.997	0.997	0	0.587	0.999
RPL31	RPS3A	9606.ENSP00000386717	9606.ENSP00000346050	0	0	0	0	0.997	0.996	0	0.568	0.999
RPL31	RPS6	9606.ENSP00000386717	9606.ENSP00000369757	0	0	0	0	0.989	0.996	0	0.543	0.999
RPL31	RPS8	9606.ENSP00000386717	9606.ENSP00000379888	0	0	0	0	0.995	0.996	0	0.599	0.999
RPL31	TMA7	9606.ENSP00000386717	9606.ENSP00000397843	0	0	0	0	0.8	0	0	0	0.8
RPL31	TPT1	9606.ENSP00000386717	9606.ENSP00000477781	0	0	0	0	0.919	0.893	0	0.138	0.991
RPL31	RPL9	9606.ENSP00000386717	9606.ENSP00000400467	0	0	0	0	0.997	0.996	0	0.809	0.999
RPL7	RPS7	9606.ENSP00000339795	9606.ENSP00000339095	0	0	0	0	0.997	0.995	0	0.515	0.999
RPL7	TPT1	9606.ENSP00000339795	9606.ENSP00000477781	0	0	0	0	0.895	0.809	0	0.123	0.981
RPL7	RPS6	9606.ENSP00000339795	9606.ENSP00000369757	0	0	0	0	0.995	0.995	0	0.752	0.999
RPL7	RPL9	9606.ENSP00000339795	9606.ENSP00000400467	0.167	0	0	0	0.997	0.996	0	0.795	0.999
RPL7	RPS8	9606.ENSP00000339795	9606.ENSP00000379888	0	0	0	0	0.993	0.997	0	0.804	0.999
RPL7	RPS3A	9606.ENSP00000339795	9606.ENSP00000346050	0	0	0	0	0.998	0.996	0	0.677	0.999
RPL9	RPS7	9606.ENSP00000400467	9606.ENSP00000339095	0	0	0	0	0.997	0.993	0	0.622	0.999
RPL9	RPS3A	9606.ENSP00000400467	9606.ENSP00000346050	0	0	0.336	0	0.998	0.997	0	0.58	0.999
RPL9	RPS6	9606.ENSP00000400467	9606.ENSP00000369757	0	0	0	0	0.997	0.996	0	0.644	0.999
RPL9	RPS8	9606.ENSP00000400467	9606.ENSP00000379888	0	0	0	0	0.997	0.997	0	0.677	0.999
RPL9	TMA7	9606.ENSP00000400467	9606.ENSP00000397843	0	0	0	0	0.698	0	0	0	0.698
RPL9	TPT1	9606.ENSP00000400467	9606.ENSP00000477781	0	0	0	0	0.967	0.945	0	0.307	0.998
RPS3A	RPS7	9606.ENSP00000346050	9606.ENSP00000339095	0	0	0	0	0.996	0.995	0.9	0.305	0.999
RPS3A	TPT1	9606.ENSP00000346050	9606.ENSP00000477781	0	0	0	0	0.972	0.89	0	0.192	0.997
RPS3A	RPS6	9606.ENSP00000346050	9606.ENSP00000369757	0	0	0	0	0.997	0.996	0.9	0.755	0.999
RPS3A	RPS8	9606.ENSP00000346050	9606.ENSP00000379888	0	0	0	0	0.998	0.997	0.9	0.838	0.999
RPS6	RPS7	9606.ENSP00000369757	9606.ENSP00000339095	0	0	0	0	0.997	0.997	0.9	0.553	0.999
RPS6	TPT1	9606.ENSP00000369757	9606.ENSP00000477781	0	0	0	0	0.947	0.112	0	0.434	0.971
RPS6	RPS8	9606.ENSP00000369757	9606.ENSP00000379888	0	0	0	0	0.997	0.997	0.9	0.826	0.999
RPS7	TPT1	9606.ENSP00000339095	9606.ENSP00000477781	0	0	0	0	0.91	0.434	0	0.092	0.95
RPS7	RPS8	9606.ENSP00000339095	9606.ENSP00000379888	0	0	0	0	0.995	0.996	0.9	0.658	0.999
RPS8	TPT1	9606.ENSP00000379888	9606.ENSP00000477781	0	0	0	0	0.93	0.945	0	0.066	0.996
SEPN1	VIMP	9606.ENSP00000355141	9606.ENSP00000381282	0	0	0	0	0	0	0	0.869	0.869
SERTAD1	TICRR	9606.ENSP00000350633	9606.ENSP00000268138	0	0	0	0	0	0	0	0.442	0.442
SETD5	WDR38	9606.ENSP00000385852	9606.ENSP00000483312	0	0	0	0	0.064	0.387	0	0.188	0.493
SIK1B	ZNF718	9606.ENSP00000482829	9606.ENSP00000480556	0	0	0	0	0	0	0	0.415	0.414
SKIL	TGIF1	9606.ENSP00000415243	9606.ENSP00000327959	0	0	0	0	0	0	0	0.583	0.583
SLC25A25	TOP3A	9606.ENSP00000362159	9606.ENSP00000442336	0	0	0	0	0.065	0	0	0.517	0.529
SMARCA4	SOX2	9606.ENSP00000395654	9606.ENSP00000323588	0	0	0	0	0	0.129	0	0.786	0.806
SMARCA4	TOP3A	9606.ENSP00000395654	9606.ENSP00000442336	0.053	0	0	0	0.062	0.155	0	0.323	0.423
SOX2	TBX3	9606.ENSP00000323588	9606.ENSP00000257566	0	0	0	0	0.062	0.345	0	0.677	0.784
SOX2	SOX8	9606.ENSP00000323588	9606.ENSP00000293894	0	0	0	0.729	0.122	0.345	0	0.684	0.509
SOX2	TPT1	9606.ENSP00000323588	9606.ENSP00000477781	0	0	0	0	0	0	0	0.534	0.534
SOX2	WDR62	9606.ENSP00000323588	9606.ENSP00000384792	0	0	0	0	0.062	0	0	0.536	0.546
SOX9	TBX3	9606.ENSP00000245479	9606.ENSP00000257566	0	0	0	0	0.076	0.062	0	0.379	0.414
SPRY1	VMP1	9606.ENSP00000481675	9606.ENSP00000262291	0	0	0	0	0	0	0	0.434	0.434
SPRY1	SPRY4	9606.ENSP00000481675	9606.ENSP00000344967	0	0	0	0.895	0.096	0.182	0.9	0.761	0.925
SPRY1	SPRY2	9606.ENSP00000481675	9606.ENSP00000366306	0	0	0	0.937	0.088	0.437	0.9	0.879	0.947
SPRY2	SPRY4	9606.ENSP00000366306	9606.ENSP00000344967	0	0	0	0.883	0.141	0.345	0.9	0.814	0.944
SSH1	VMP1	9606.ENSP00000315713	9606.ENSP00000262291	0	0	0	0	0.062	0	0	0.395	0.408
SSH1	SSH2	9606.ENSP00000315713	9606.ENSP00000444743	0	0	0	0.879	0.062	0	0.8	0.908	0.825
TNFSF15	TNFSF9	9606.ENSP00000363157	9606.ENSP00000245817	0	0	0	0	0.062	0	0	0.468	0.479
TP53RK	YRDC	9606.ENSP00000361186	9606.ENSP00000362135	0.072	0	0	0	0.062	0	0	0.881	0.888
